TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Page Count,Place,,,
A01531,99835846,72,STC 11656; ESTC R212839,Free,"Gataker, Thomas, 1574-1654.",1640,The decease of Lazarus Christ's friend A funerall sermon on Iohn. chap. 11. vers. 11. preached at the buriall of Mr. John Parker merchant and citizen of London. By Tho. Gataker B. of D. and rector of Rotherhith.,"Parker, John, d. 1639 or 40 -- Early works to 1800.; Sermons, English -- 17th century.; Funeral sermons -- 17th century.",56,London,,,
A01532,99838674,3061,STC 11657; ESTC S102914,Free,"Gataker, Thomas, 1574-1654.",1624,"A discussion of the popish doctrine of transubstantiation vvherein the same is declared, by the confession of their owne writers, to haue no necessary ground in Gods Word: as also it is further demonstrated to be against Scripture, nature, sense, reason, religion, and the iudgement of t5xxauncients, and the faith of our auncestours: written by Thomas Gataker B. of D. and pastor of Rotherhith.",Catholic Church -- Controversial literature.; Transubstantiation -- Early works to 1800.,244,London,,,
A01533,99838681,3068,STC 11658; ESTC S102921,Free,"Gataker, Thomas, 1574-1654.",1620,Gods parley vvith princes with an appeale from them to him. The summe of two sermons on the 3. last verses of the 82. Psalme; preached at Sergeants-Inne in Fleet-Streete. By Thomas Gataker B. of D. and pastor of Rotherhith.,"Sermons, English -- 17th century.",94,London,,,
A01534,99838676,3063,STC 11659; ESTC S102916,Free,"Gataker, Thomas, 1574-1654.; Gataker, Thomas, 1574-1654. Two mariage sermons.",1623,"A good vvife Gods gift and, a vvife indeed. Tvvo mariage sermons. By Thomas Gataker B. of D. and pastor of Rotherhith.","Wives -- Sermons -- Early works to 1800.; Sermons, English -- 17th century.",104,London,,,
A01537,99838728,3116,STC 11662; ESTC S102969,Free,"Gataker, Thomas, 1574-1654.",1624,"Iacobs thankfulnesse to God, for Gods goodnesse to Iacob A meditation on Genesis 32. 10. VVherein by the way also the popish doctrine of mans merite is discussed. By Thomas Gataker, B. of D. and pastor of Rotherhith.",Catholic Church -- Controversial literature.; Meditations.,112,London,,,
A01538,99838729,3117,STC 11663; ESTC S102970,Free,"Gataker, Thomas, 1574-1654.",1627,Ieroboams sonnes decease a funerall sermon on part of 1 Kings 14. 17. By Thomas Gataker B. of D. and pastor of Rotherhith.,Funeral sermons.,50,London,,,
A01539,99855690,21192,STC 11665; ESTC S120494,Free,"Gataker, Thomas, 1574-1654.",1623,the ioy of the iust vvith the signes of such. A discourse tending to the comfort of the deiected and afflicted; and to the triall of sinceritie. Being the enlargement of a sermon preached at Black-Friers London; on Psal. 95. 11. By Thomas Gataker B. of D. and pastor of Rotherhith.,"Sermons, English -- 17th century.",180,London,,,
A01540,99838680,3067,STC 11666; ESTC S102920,Free,"Gataker, Thomas, 1574-1654.; Balmford, James, b. 1556. Modest reply to certaine answeres, which Mr. Gataker B.D. in his treatise of the nature, & use of lotts, giveth to arguments in a dialogue concerning the unlawfulnes of games consisting in chance.",1623,"A iust defence of certaine passages in a former treatise concerning the nature and vse of lots, against such exceptions and oppositions as have beene made thereunto to Mr. I.B. Wherein the insufficiencie of his answers giuen to the arguments brought in defence of a lusorious lot is manifested; the imbecillitie of his arguments produced against the same further discouered; and the point it selfe in controuersie more fully cleared; by Thomas Gataker B. of D. and author of the former treatise.","Balmford, James, b. 1556. -- Modest reply to certaine answeres, which Mr. Gataker B.D. in his treatise of the nature, & use of lotts, giveth to arguments in a dialogue concerning the unlawfulnes of games consisting in chance.; Gataker, Thomas, 1574-1654. -- Of the nature and use of lots.; Gambling -- Religious aspects -- Early works to 1800.",294,London,,,
A01541,99838734,3122,STC 11667; ESTC S102975,Free,"Gataker, Thomas, 1574-1654.",1620,"Marriage duties briefely couched togither out of Colossians, 3. 18, 19. By Thomas Gataker Bachelar of Diuinitie and pastor of Rotherhith.","Marriage -- Religious aspects -- Early works to 1800.; Sermons, English -- 17th century.",56,London,,,
A01545,99838682,3069,STC 11670; ESTC S102922,Free,"Gataker, Thomas, 1574-1654.",1619,"Of the nature and vse of lots a treatise historicall and theologicall; written by Thomas Gataker B. of D. sometime preacher at Lincolnes Inne, and now pastor of Rotherhith.","Balmford, James, b. 1556. -- Short and plaine dialogue concerning the unlawfulnes of playing at cards or tables, or any other game consisting in chance.; Gambling -- Religious aspects -- Early works to 1800.",420,London,,,
A01547,99852478,17802,STC 11674; ESTC S117263,Free,"Gataker, Thomas, 1574-1654.",1638,"Saint Stevens last will and testament A funerall sermon on Acts 7. ver. 59. preached at the enterrement of the remaines of Mris Joice Featly. Together with the testimonie then given unto her by Tho. Gataker, B. of D. and rector of Rotherhith.","Featley, Joyce, d. 1637.; Sermons, English -- 17th century.; Funeral sermons -- Early works to 1800.",37,London,,,
A01548,99838747,3135,STC 11675; ESTC S102988,Free,"Gataker, Thomas, 1574-1654.",1621,A sparke tovvard the kindling of sorrow for Sion A meditation on Amos 6. 6. Being the summe of a sermon preached at Sergeants Inne in Fleet-Street. By Thomas Gataker B. of D. and pastor of Rotherhith.,"Sermons, English -- 17th century.",56,London,,,
A01550,99838684,3071,STC 11677; ESTC S102924,Free,"Gataker, Thomas, 1574-1654.",1622,"The spirituall vvatch, or Christs generall watch-word A meditation on Mark. 13. 37. By Thomas Gataker B. of D. and pastor of Rotherhith.","Spiritual life -- Modern period, 1500-.",148,London,,,
A01551,99838748,3136,STC 11678; ESTC S102989,Free,"Gataker, Thomas, 1574-1654.",1620,"True contentment in the gaine of godlines, with its self-sufficiencie A meditation on 1. Timoth. 6. 6. By Thomas Gataker B. of D. and pastor of Rotherhith.",Contentment -- Early works to 1800.,98,London,,,
A01552,99842617,7285,STC 1168; ESTC S106909,Free,"Bacon, Francis, 1561-1626.; Rawley, William, 1588?-1667.; Cecil, Thomas, fl. 1630, engraver.",1627,"Sylua syluarum: or A naturall historie In ten centuries. VVritten by the Right Honourable Francis Lo. Verulam Viscount St. Alban. Published after the authors death, by VVilliam Rawley Doctor of Diuinitie, late his Lordships chaplaine.",Natural history -- Pre-Linnean works.,346,London,,,
A01553,99838749,3137,STC 11680; ESTC S102990,Free,"Gataker, Thomas, 1574-1654.; Bradshaw, William, 1571-1618. aut",1620,Tvvo mariage sermons the former on Prov. 19. 14. By Thomas Gataker B. of D. and pastor of Rotherhith. The latter on Iohn 2. 1--12. By that learned and judicious divine Mr William Bradshaw some time fellow of Sidney Colledge in Cambridge.,"Sermons, English -- 17th century.",70,London,,,
A01554,39960723,19354,STC 11681.3; ESTC S118743,Free,"Gataker, Thomas, 1574-1654.",1623,"Two sermons tending to direction for Christian cariage [sic] both in afflictions incumbent, and in judgements imminent : the former on Psalm 13.1, the latter on Hebr. 11.7 / by Thomas Gataker, B. in D. and pastor of Rotherhith.","Bible. -- O.T. -- Psalms XIII, 1 -- Sermons.; Bible. -- N.T. -- Hebrews XI, 7 -- Sermons.; Sermons, English -- 17th century.",154,London,,,
A01555,99838707,3095,STC 11683; ESTC S102948,Free,"Gates, Geffrey.",1579,"The defence of militarie profession Wherein is eloquently shewed the due commendation of martiall prowesse, and plainly prooued how necessary the exercise of armes is for this our age.",Military art and science -- Early works to 1800.; Occupations -- Early works to 1900.,64, London,,,
A01558,99838709,3097,STC 11687; ESTC S102950,Free,,1612,"The life and death of Levvis Gaufredy a priest of the Church of the Accoules in Marceilles in France, (who after hee had giuen him selfe soule and bodie to the Diuell) committed many most abhominable sorceries, but chiefly vpon two very faire young gentle-women, Mistris Magdalene of the Marish, and Mistris Victoire Corbier, whose horrible life being made manifest, hee was arraigned and condemned by the Court of Parliament of Aix in Prouince, to be burnt aliue, which was performed the last day of April. 1611. Together with the 53. articles of his confession. To which is annexed, a true discourse of a most inhumaine murther, committed by foure women witches, vpon a young gyrle, of about tenne yeares olde, who were all executed the 28. of Iune last past. Translated and faithfully collected out of two French copies, the one printed at Paris, the other at Roane. Anno. 1612.","Gaufridi, Louis, d. 1611 -- Early works to 1800.; Witchcraft -- France -- Early works to 1800.",38,London,,,
A01565,99857636,23401,STC 11691A; ESTC S122512,Free,"Gaultier, Jacques.",1610,"Rodomontados. Or, Brauadoes and bragardismes. Collected out of the commentaries of the most dreadfull, terrible, and inuincible capitaine; Mattamores, Crocodillo, Raiabroquelos; Rodomuntadas castellanas. English",,38,London,,,
A01567,99838712,3100,STC 11693; ESTC S102953,Free,"Gebhard, Truchsess von Waldburg, Archbishop and Elector of Cologne, 1547-1601.; Deloney, Thomas, 1543?-1600.; Gregory XIII, Pope, 1502-1585.",1583,"A declaration made by the Archbishop of Collen, vpon the deede of his mariage, sent to the states of his archbishoprike VVith the letter of Pope Gregorie the. 13 against the celebration of the same mariage, and the Bishops aunswer therevnto. According to the coppie imprinted at Collen. 1583.","Gebhard, -- Truchsess von Waldburg, Archbishop and Elector of Cologne, 1547-1601.; Celibacy -- Catholic Church -- Early works to 1800.",38,London,,,
A01569,99838755,3143,STC 11695; ESTC S102996,Free,"Gedde, Walter.",1615,"A booke of sundry draughtes principaly serving for glasiers: and not impertinent for plasterers, and gardiners: be sides sundry other professions. Whereunto is annexed the manner how to anniel in glas: and also the true forme of the fornace, and the secretes thereof.",Decoration and ornament -- Early works to 1800.; Geometrical drawing -- Early works to 1800.; Annealing of glass -- Early works to 1800.; Glass construction -- Early works to 1800.,140,London,,,
A01573,99836225,483,STC 117; ESTC S100383,Free,"Adams, Thomas, fl. 1612-1653.",1612,"The gallants burden A sermon preached at Paules Crosse, the twentie nine of March, being the fift Sunday in Lent. 1612. By Tho. Adams ...","Sermons, English -- 17th century.",74,London,,,
A01584,99852355,17671,STC 11710; ESTC S117140,Free,"Gelli, Giovanni Battista, 1498-1563.; Barker, William, fl. 1572.",1568,"The fearfull fansies of the Florentine couper: written in Toscane, by Iohn Baptista Gelli, one of the free studie of Florence, and for recreation translated into English by W. Barker. Pensoso d'altrui. Sene & allowed according to the order apointed; Capricci del bottaio. English",,286, London,,,
A01586,99853160,18529,STC 11712; ESTC S117951,Free,"Gellibrand, Henry, 1597-1636.",1635,A discourse mathematical on the variation of the magneticall needle Together with its admirable diminution lately discovered. By Henry Gellibrand professor of astronomie in Gresham College.,Geomagnetism -- Early works to 1800.,25,London,,,
A01594,99838775,3163,STC 11725; ESTC S103016,Free,"Geneva (Switzerland); Fills, Robert, fl. 1562.",1562,"The lavves and statutes of Geneua as well concerning ecclesiastical discipline, as ciuill regiment, with certeine proclamations duly executed, whereby Gods religion is most purelie mainteined, and their common wealth quietli gouerned: translated out of Frenche into Englishe by Robert Fills.; Laws, etc.",Church discipline -- Early works to 1800.; Ecclesiastical law -- Switzerland -- Geneva -- Early works to 1800.; Church and state -- Switzerland -- Early works to 1800.,192,  London,,,
A01598,33143156,28266,STC 11728.6; ESTC S3207,Free,,1637,"Historia ÃŒ_nigmatica, de gemellis GenoÃŒ_ connatis, anno salutis nostrÃŒ_, MDCXX in unum coalescentibus, quorum major Lazaz, minor Joh. Baptista, ad sacrum fontem nominatis : vivis hodie, & mercede Londini monstratis An. MDCXXXVII.","Conjoined twins -- Early works to 1800.; Abnormalities, Human -- Early works to 1800.; Broadsides -- London (England) -- 17th century.",1,Londini,,,
A01600,99838818,3207,STC 11728; ESTC S103059,Free,"Geninges, John, d. 1660.; Baes, Martin, engraver.; Wilson, John, ca. 1575-ca. 1645?, attributed name.",1614,"The life and death of Mr. Edmund Geninges priest, crowned with martyrdome at London, the 10. day of Nouember, in the yeare M.D.XCI.","Geninges, Edmund, -- Saint, 1567-1591 -- Early works to 1800.",114, S. Omers,,,
A01612,22123619,25114,STC 1174; ESTC S650,Free,"Bacon, Francis, 1561-1626.",1625,"The translation of certaine psalmes into English verse by the Right Honourable, Francis Lo. Verulam, Viscount St. Alban.","Bible. -- O.T. -- Psalms -- Paraphrases, English.",22,London,,,
A01617,99838796,3185,STC 11745; ESTC S103037,Free,"Gentleman, Tobias.; United Provinces of the Netherlands. Staten Generaal. Proceedings. 1613?-07-19.",1614,"Englands vvay to vvin vvealth, and to employ ships and marriners: or, A plaine description of what great profite, it will bring vnto the common-wealth of England, by the erecting, building, and aduenturing of busses, to sea, a fishing With a true relation of the inestimable wealth that is yearely taken out of his Maiesties seas, by the Hollanders, by their great numbers of busses, pinkes, and line-boates: and also a discourse of the sea-coast townes of England, and the most fit and commodious places, and harbours that wee haue for busses, and of the small number of our fishermen, and also the true valuation, and whole charge, of building, and furnishing, to sea, busses, and pinks, after the Holland manner. By Tobias Gentleman, fisherman and marriner.",Fisheries -- Great Britain -- Early works to 1800.,58,London,,,
A01618,99844290,9087,STC 11746; ESTC S108633,Free,"Georgijeviâ‚¬Ã , Bartolomej, d. ca. 1566.; Gough, Hugh, fl. 1569.",1569,"The ofspring of the house of Ottomanno and officers pertaining to the greate Turkes court. Whereunto is added Bartholomeus Georgieuiz Epitome, of the customes rytes, ceremonies, and religion of the Turkes: with the miserbale affliction of those Christians, whiche liue vnder their captiuitie and bondage. In the ende also is adioyned the maner hovv Mustapha, oldest sonne of Soltan Soliman, twelfth Emperour of the Turkes, was murthered by his father, in the yere of our Lorde 1553. al Englished by Hugh Goughe.",Prisoners of war -- Early works to 1800.; Turkey -- History -- 1453-1683.,186, London,,,
